obcina,leto,Employment rate,Employment rate for men,Employment rate for women
sveta ana,2019,51,49.3,52.8
sveta ana,2020,53.3,53.1,53.6
sveta ana,2021,53.2,53.8,52.5
sveta ana,2022,54.3,55.2,53.4
sveta ana,2023,55.8,56.1,55.5
sveta trojica v slov. goricah,2002,-,-,-
sveta trojica v slov. goricah,2003,-,-,-
sveta trojica v slov. goricah,2004,-,-,-
sveta trojica v slov. goricah,2005,-,-,-
sveta trojica v slov. goricah,2006,-,-,-
sveta trojica v slov. goricah,2007,55.7,60.1,50.7
sveta trojica v slov. goricah,2008,58.2,62.3,53.5
sveta trojica v slov. goricah,2009,58.2,63,52.8
sveta trojica v slov. goricah,2010,56.5,61.9,50.6
sveta trojica v slov. goricah,2011,58.1,62,53.7
sveta trojica v slov. goricah,2012,57.5,61.7,52.9
sveta trojica v slov. goricah,2013,57.2,61.8,52.2
sveta trojica v slov. goricah,2014,56.8,61.9,51.2
sveta trojica v slov. goricah,2015,56.2,60.4,51.7
sveta trojica v slov. goricah,2016,56.2,58.4,53.8
sveta trojica v slov. goricah,2017,57.3,59.8,54.5
sveta trojica v slov. goricah,2018,58.5,60.2,56.5
sveta trojica v slov. goricah,2019,58.8,60.8,56.5
sveta trojica v slov. goricah,2020,58.9,57.5,60.6
sveta trojica v slov. goricah,2021,59.9,58.6,61.4
sveta trojica v slov. goricah,2022,61.8,60.2,63.6
sveta trojica v slov. goricah,2023,63.2,61,65.5
sveti andraž v slov. goricah,2002,45.3,50,40.5
sveti andraž v slov. goricah,2003,44,48.4,39.2
sveti andraž v slov. goricah,2004,45.7,50.8,40
sveti andraž v slov. goricah,2005,50.3,54.1,46.1
sveti andraž v slov. goricah,2006,50.9,54.5,47
sveti andraž v slov. goricah,2007,54.4,58.8,49.7
sveti andraž v slov. goricah,2008,56.6,60.3,52.3
sveti andraž v slov. goricah,2009,54.5,59.3,48.8
sveti andraž v slov. goricah,2010,52.2,59.3,43.9
sveti andraž v slov. goricah,2011,53.6,58.8,47.6
sveti andraž v slov. goricah,2012,53.6,58.4,47.8
sveti andraž v slov. goricah,2013,53.8,57.4,49.5
sveti andraž v slov. goricah,2014,52.5,57.6,46.5
sveti andraž v slov. goricah,2015,51.1,55.5,45.9
sveti andraž v slov. goricah,2016,51.1,54.2,47.5
sveti andraž v slov. goricah,2017,55.3,58.1,52
sveti andraž v slov. goricah,2018,58,60,55.4
sveti andraž v slov. goricah,2019,58.7,61.8,54.8
sveti andraž v slov. goricah,2020,59.5,60.8,58
sveti andraž v slov. goricah,2021,61.3,62.5,59.8
sveti andraž v slov. goricah,2022,63.4,64,62.6
sveti andraž v slov. goricah,2023,64.3,65,63.5
sveti jurij ob ščavnici,2002,47.7,54.4,39.6
sveti jurij ob ščavnici,2003,46.5,53.7,38.6
sveti jurij ob ščavnici,2004,48.8,56.6,40.1
sveti jurij ob ščavnici,2005,51.2,59.7,41.9
sveti jurij ob ščavnici,2006,52.4,61,42.9
sveti jurij ob ščavnici,2007,55.6,63.8,46.4
sveti jurij ob ščavnici,2008,57.5,64.6,49.4
sveti jurij ob ščavnici,2009,57.5,65.6,48.3
sveti jurij ob ščavnici,2010,53.5,59.9,46.4
sveti jurij ob ščavnici,2011,58.1,68.5,46.8
sveti jurij ob ščavnici,2012,56.2,64.4,47.2
sveti jurij ob ščavnici,2013,56,64.9,46.2
sveti jurij ob ščavnici,2014,56,65.6,45.3
sveti jurij ob ščavnici,2015,53.6,60.3,46.1
sveti jurij ob ščavnici,2016,53.8,58.4,48.8
sveti jurij ob ščavnici,2017,55.6,60.2,50.6
sveti jurij ob ščavnici,2018,57.9,60.5,55.1
sveti jurij ob ščavnici,2019,59.1,61.5,56.4
sveti jurij ob ščavnici,2020,61.6,64.3,58.7
sveti jurij ob ščavnici,2021,61.5,63.5,59.3
sveti jurij ob ščavnici,2022,62.7,64.4,60.8
sveti jurij ob ščavnici,2023,63.2,64.7,61.5
sveti jurij v slov. goricah,2002,-,-,-
sveti jurij v slov. goricah,2003,-,-,-
sveti jurij v slov. goricah,2004,-,-,-
sveti jurij v slov. goricah,2005,-,-,-
sveti jurij v slov. goricah,2006,-,-,-
sveti jurij v slov. goricah,2007,59.2,66.1,51.6
sveti jurij v slov. goricah,2008,60.9,67.1,54
sveti jurij v slov. goricah,2009,61.5,68.6,53.5
sveti jurij v slov. goricah,2010,59.2,66.7,50.8
sveti jurij v slov. goricah,2011,60.1,64.7,54.9
sveti jurij v slov. goricah,2012,61.1,67.1,54.3
sveti jurij v slov. goricah,2013,60.5,65.2,55.1
sveti jurij v slov. goricah,2014,59.6,66.2,52.1
sveti jurij v slov. goricah,2015,58.2,63.8,51.8
sveti jurij v slov. goricah,2016,56.2,60.6,51.4
sveti jurij v slov. goricah,2017,58.4,63.7,52.4
sveti jurij v slov. goricah,2018,61.2,64.9,57.2
sveti jurij v slov. goricah,2019,61.5,64.2,58.5
sveti jurij v slov. goricah,2020,60.1,61,59
sveti jurij v slov. goricah,2021,61.8,63.2,60.2
sveti jurij v slov. goricah,2022,62.5,63.1,61.8
sveti jurij v slov. goricah,2023,63.7,64.6,62.8
sveti tomaž,2002,-,-,-
sveti tomaž,2003,-,-,-
sveti tomaž,2004,-,-,-
sveti tomaž,2005,-,-,-
sveti tomaž,2006,-,-,-
sveti tomaž,2007,59.7,66.6,51.9
sveti tomaž,2008,62.5,68.9,55.1
sveti tomaž,2009,59.8,68.1,50.6
sveti tomaž,2010,59.1,70,47
sveti tomaž,2011,59.8,69.1,49.5
sveti tomaž,2012,59.3,68.2,49.8
sveti tomaž,2013,60.3,68.1,52.1
sveti tomaž,2014,60.4,70.2,49.8
sveti tomaž,2015,59.5,69.5,48.8
sveti tomaž,2016,57.6,63.6,51.3
sveti tomaž,2017,60,68.7,50.7
sveti tomaž,2018,64.8,71.7,57.3
sveti tomaž,2019,65.4,72,58.2
sveti tomaž,2020,62.5,64.4,60.3
sveti tomaž,2021,62.6,66.8,58.1
sveti tomaž,2022,65.7,70.1,61.2
sveti tomaž,2023,68.7,72.6,64.6
tabor,2002,53.7,57.2,51.2
tabor,2003,51.5,55,47.7
tabor,2004,52,56.4,46.5
tabor,2005,55,61.8,47
tabor,2006,56.7,63.8,48.1
tabor,2007,58.8,66,50.6
tabor,2008,57.4,63.2,50.8
tabor,2009,57.5,62.9,51.2
tabor,2010,57.6,64,50.1
tabor,2011,59.2,64.8,52.8
tabor,2012,60.1,66.5,52.8
tabor,2013,62.5,68.6,55.6
tabor,2014,64.3,71.5,55.9
tabor,2015,64.5,71.5,56.4
tabor,2016,62.8,68,57
tabor,2017,67,73.1,60.1
tabor,2018,69.5,75.3,62.9
tabor,2019,70.4,75.4,64.6
tabor,2020,70.2,74.3,65.4
tabor,2021,71.2,75.5,66.3
tabor,2022,73.9,77.6,69.6
tabor,2023,74.5,77.7,70.9
tišina,2002,57.3,62.2,51.6
tišina,2003,55.5,60.4,50.5
tišina,2004,56.6,62.2,50.8
tišina,2005,54.5,59.1,49.7
tišina,2006,55,59.8,50.2
tišina,2007,57.4,63.4,51.3
tišina,2008,58.9,64.6,52.9
tišina,2009,56.1,61.3,50.7
tišina,2010,50.1,54.7,45.4
tišina,2011,53.5,58.3,48.6
tišina,2012,53,57,48.8
tišina,2013,52.4,55.5,49.1
tišina,2014,51.8,56.4,46.9
tišina,2015,51.4,56.6,45.9
tišina,2016,51.3,53.8,48.6
tišina,2017,54.1,57.9,50
tišina,2018,55.2,58.4,51.9
tišina,2019,54.8,57.5,51.9
tišina,2020,55.9,57.9,53.8
tišina,2021,57.5,58.4,56.6
tišina,2022,59.4,59.9,58.8
tišina,2023,60.5,61.3,59.6
tolmin,2002,56.6,61.2,49.7
tolmin,2003,56,60.2,50.2
tolmin,2004,56.3,60.8,51.4
tolmin,2005,58.4,63.3,53
tolmin,2006,58.7,63.7,53.1
tolmin,2007,60.5,66.6,53.8
tolmin,2008,62.4,69,55
tolmin,2009,59.9,65.2,53.8
tolmin,2010,58.4,63.3,52.9
tolmin,2011,58.5,62.9,53.6
tolmin,2012,57.3,61.7,52.5
tolmin,2013,57,61.6,51.9
tolmin,2014,57.5,61.7,52.7
tolmin,2015,57.6,60.8,53.9
tolmin,2016,59.9,62.7,56.6
tolmin,2017,62.9,65.6,59.8
tolmin,2018,64.9,67.2,62.2
tolmin,2019,65.8,68.5,62.6
tolmin,2020,66.1,69.1,62.6
tolmin,2021,67.8,70.5,64.8
tolmin,2022,69.7,72.8,66.2
tolmin,2023,69.8,73.1,66.1
trbovlje,2002,49.9,54.9,45.6
trbovlje,2003,49.2,55.6,44.4
trbovlje,2004,49.4,54.1,44.4
trbovlje,2005,51.5,57,45.9
trbovlje,2006,52.3,57.8,46.6
trbovlje,2007,54.4,59.9,48.9
trbovlje,2008,56.6,60.9,52.2
trbovlje,2009,55,58.7,51.2
trbovlje,2010,53.9,56.7,51
trbovlje,2011,52.3,53.8,50.8
trbovlje,2012,51.4,52.7,49.9
trbovlje,2013,50.7,51.9,49.5
trbovlje,2014,50.9,52.6,49.3
trbovlje,2015,51.8,52.5,51
trbovlje,2016,53.1,53.7,52.4
trbovlje,2017,55.8,57.2,54.4
trbovlje,2018,58.9,60.5,57.2
trbovlje,2019,61.1,62.9,59.2
trbovlje,2020,61,62.5,59.5
trbovlje,2021,62.5,63.5,61.5
trbovlje,2022,65.1,66.3,63.8
trbovlje,2023,66.6,68,65.2
trebnje,2002,60.8,65.7,53.2
trebnje,2003,60,64.6,53.1
trebnje,2004,61.1,66.7,55
trebnje,2005,62.6,68.1,56.5
trebnje,2006,63.4,69.4,56.9
trebnje,2007,65,71.4,57.8
trebnje,2008,66.3,72.8,58.7
trebnje,2009,66.7,73.9,58.1
trebnje,2010,64.9,71.9,56.7
trebnje,2011,63.6,69.7,56.4
trebnje,2012,66.5,72.5,59.4
trebnje,2013,65,70.3,58.7
trebnje,2014,65.4,71.8,58
trebnje,2015,65.7,71.4,59
trebnje,2016,66.6,72.4,59.9
trebnje,2017,69.5,75.5,62.5
trebnje,2018,71.4,76.9,64.9
trebnje,2019,72.3,78,65.6
trebnje,2020,72.5,77.5,66.4
trebnje,2021,73.3,78.3,67.5
trebnje,2022,74.7,79.7,68.8
trebnje,2023,74.8,79.5,69.2
trnovska vas,2002,49.5,56.8,39.4
trnovska vas,2003,49.2,56.2,43.1
trnovska vas,2004,50.9,58.3,42.5
trnovska vas,2005,52.7,61,43.6
trnovska vas,2006,54.9,64.5,44.3
trnovska vas,2007,57.1,66.6,46.9
trnovska vas,2008,59,69.1,48
trnovska vas,2009,57.1,68.3,45.2
trnovska vas,2010,53.7,63.7,43.2
trnovska vas,2011,56.3,63.7,48.4
trnovska vas,2012,52.4,58.2,46.1
trnovska vas,2013,53.2,57,49
trnovska vas,2014,54.4,60.5,47.8
trnovska vas,2015,56.3,62.3,49.8
trnovska vas,2016,58,63.5,52
trnovska vas,2017,58.6,61.5,55.5
trnovska vas,2018,60.2,61.5,58.8
trnovska vas,2019,61.1,61.6,60.5
trnovska vas,2020,62.7,61.5,64
trnovska vas,2021,62.9,62.2,63.7
trnovska vas,2022,63.2,61,65.6
trnovska vas,2023,63.3,61.6,65.2
trzin,2002,58.9,62.8,56.1
trzin,2003,59.8,63.2,56
trzin,2004,61.1,64.6,57.8
trzin,2005,64.3,67.3,61.4
trzin,2006,64.8,67.9,61.9
trzin,2007,64.8,69.1,60.6
trzin,2008,65.1,69,61.2
trzin,2009,65.8,69.9,61.7
trzin,2010,63.2,66.7,59.7
trzin,2011,61.9,65.6,58.4
trzin,2012,61.9,65.5,58.4
trzin,2013,61.5,64.4,58.6
trzin,2014,62.6,66,59.3
trzin,2015,64,67.4,60.7
trzin,2016,66.8,70.3,63.3
trzin,2017,69.2,72.9,65.6
trzin,2018,70.2,74.1,66.4
trzin,2019,71.2,74.2,68.1
trzin,2020,71.4,74.3,68.4
trzin,2021,72.7,76.1,69
trzin,2022,73.9,77.3,70.3
trzin,2023,74.6,78.7,70.3
tržič,2002,55.6,62,49.4
tržič,2003,55.2,60.5,49.4
tržič,2004,55.3,60.1,50.4
tržič,2005,57.7,63.4,51.9
tržič,2006,57.9,63.5,52.1
tržič,2007,59.5,65.1,53.6
tržič,2008,61.2,66.8,55.4
tržič,2009,59.6,64.9,54.2
tržič,2010,58.3,63.6,52.7
tržič,2011,57.7,62.9,52.3
tržič,2012,57.7,62.7,52.5
tržič,2013,57,61.1,52.6
tržič,2014,58.2,62.5,53.6
tržič,2015,59.8,64.3,55.2
tržič,2016,61.2,65.3,57
tržič,2017,64.3,68.5,59.9
tržič,2018,66.9,71.3,62.3
tržič,2019,68.3,72.6,63.8
tržič,2020,67.9,71.5,64
tržič,2021,69.2,73,65.1
tržič,2022,71.1,75.1,66.7
tržič,2023,71.3,74.6,67.6
turnišče,2002,54.1,59.2,48.9
turnišče,2003,51.6,56.8,47.2
turnišče,2004,51.7,58.5,44.9
turnišče,2005,48.2,55.8,40.6
turnišče,2006,50.2,58.1,42.3
turnišče,2007,53.7,61.6,45.6
turnišče,2008,56.7,64,49.2
turnišče,2009,55.4,63.3,47.2
turnišče,2010,52.7,60.2,44.7
turnišče,2011,54.1,61.3,46.4
turnišče,2012,52.6,58.2,46.6
turnišče,2013,52.3,57.8,46.6
turnišče,2014,52.2,57.8,46.3
turnišče,2015,52.6,58,46.9
turnišče,2016,53.7,58.2,49
turnišče,2017,55.9,60.4,51.2
turnišče,2018,57.5,60.8,54
turnišče,2019,59.3,61.8,56.7
turnišče,2020,60.2,62.6,57.7
turnišče,2021,61.4,64.7,57.9
turnišče,2022,63.1,65.5,60.5
turnišče,2023,64.5,65.5,63.5
velenje,2002,57.2,61.6,51.5
velenje,2003,56.8,62.1,51.7
velenje,2004,56.2,60.8,51.4
velenje,2005,59.1,64.4,53.6
velenje,2006,59.9,65.1,54.2
velenje,2007,61.3,66.9,55.1
velenje,2008,63.2,68.7,57
velenje,2009,61.4,65.9,56.4
velenje,2010,57.9,61,54.5
velenje,2011,55.6,57.8,53.3
velenje,2012,55.4,57.7,52.8
velenje,2013,54.3,56.7,51.7
velenje,2014,54.5,57,51.9
velenje,2015,55.2,57.4,52.8
velenje,2016,57.4,60.2,54.3
velenje,2017,59.9,62.6,56.9
velenje,2018,60.8,63,58.5
velenje,2019,62.7,65.5,59.7
velenje,2020,62.9,65.7,59.8
velenje,2021,66.3,69.7,62.4
velenje,2022,68.5,72.5,64
velenje,2023,68.7,72.7,64
velika polana,2002,60.7,69.4,50.7
velika polana,2003,58.2,67,49
velika polana,2004,57.7,67.2,47.7
velika polana,2005,54,62.5,45.3
velika polana,2006,53.2,64.4,41.6
velika polana,2007,55.8,64.2,46.8
velika polana,2008,57.1,66,47.8
velika polana,2009,56.2,65.9,46
velika polana,2010,53.1,63.7,42.1
velika polana,2011,53.7,63.2,43.8
velika polana,2012,54.5,63.5,44.9
velika polana,2013,55.5,63.7,46.6
velika polana,2014,55.6,63.5,47.1
velika polana,2015,55.7,62.9,48
velika polana,2016,57.7,62.7,52.2
velika polana,2017,59.3,64.5,53.5
velika polana,2018,62.2,67,57
velika polana,2019,63.5,67.7,59
velika polana,2020,60.4,63.2,57.3
velika polana,2021,63.7,65.9,61.2
velika polana,2022,65.8,68.1,63.3
velika polana,2023,66.3,68.3,64.2
velike lašče,2002,60.2,63.9,54.4
velike lašče,2003,59.1,63,53.7
velike lašče,2004,59.9,64.5,54.7
velike lašče,2005,64.9,70.4,58.7
velike lašče,2006,65.8,71.2,59.6
velike lašče,2007,67.1,71.4,62.2
velike lašče,2008,68.6,72.6,64
velike lašče,2009,68,73.1,62.3
velike lašče,2010,65.6,70.4,60.3
velike lašče,2011,64.6,68.3,60.5
velike lašče,2012,61.3,63.8,58.6
velike lašče,2013,61,63.3,58.6
velike lašče,2014,61.6,64,59
velike lašče,2015,62.6,65.3,59.8
velike lašče,2016,63.9,66.3,61.5
velike lašče,2017,67.2,69.9,64.3
velike lašče,2018,69.2,72.4,65.8
velike lašče,2019,69.9,72.8,66.7
velike lašče,2020,71.1,74.1,67.8
velike lašče,2021,71.8,76,67.2
velike lašče,2022,73.2,77.4,68.5
velike lašče,2023,73.1,76.9,68.8
veržej,2002,54.6,61.2,51.7
veržej,2003,53.5,59.5,47.6
veržej,2004,55.3,61.6,49
veržej,2005,54,59.4,48.6
veržej,2006,53.4,58,48.8
veržej,2007,56,60.1,51.9
veržej,2008,58,61.9,53.9
veržej,2009,57.3,61.7,52.6
veržej,2010,54.6,59.7,49.5
veržej,2011,54.4,59,49.5
veržej,2012,53.8,57.4,50.2
veržej,2013,53.1,57.2,49
veržej,2014,54.6,60.8,48.5
veržej,2015,57.8,64.1,51.7
veržej,2016,59.4,65.1,53.8
veržej,2017,61,66.3,56
veržej,2018,63.6,66.3,60.9
veržej,2019,63.2,65.2,61.2
veržej,2020,62.6,65.7,59.5
veržej,2021,64.2,67.2,61.2
veržej,2022,65.5,67.3,63.7
veržej,2023,67,69.9,64.1
videm,2002,55,60.3,48.2
videm,2003,54.4,60.2,48.8
videm,2004,55.5,60.9,49.7
videm,2005,56.6,62.7,50
videm,2006,56.9,62.9,50.4
videm,2007,59.1,64.6,53.1
videm,2008,61,66.3,55.1
videm,2009,58.8,64.8,52
videm,2010,56.8,62.7,50.2
videm,2011,58.4,63,53.3
videm,2012,57.8,61.6,53.5
videm,2013,58.3,61.7,54.4
videm,2014,60.3,65.1,54.7
videm,2015,60.7,64.9,56
videm,2016,61.2,64.2,57.7
videm,2017,62,64.8,58.7
videm,2018,63.3,64.3,62
videm,2019,64.5,65.5,63.1
videm,2020,63.6,63.4,63.8
videm,2021,63.7,63.5,63.8
videm,2022,65.3,65.6,65
videm,2023,66.5,66.7,66.3
vipava,2002,58.5,64.5,51.3
vipava,2003,57.6,63.8,50.3
vipava,2004,57.9,64,51.4
vipava,2005,59.4,66.1,52.2
vipava,2006,59.8,67,52.1
vipava,2007,61.5,68.8,53.7
vipava,2008,62.8,69.3,55.6
vipava,2009,62.3,68.3,55.5
vipava,2010,60.2,66.2,53.5
vipava,2011,58,62.4,53.1
vipava,2012,56.7,60.2,52.8
vipava,2013,56.1,58.9,53
vipava,2014,56.5,60,52.7
vipava,2015,57.7,60.9,54.2
vipava,2016,60.4,63.6,56.9
vipava,2017,64.4,67.5,61
vipava,2018,67.2,70.2,63.9
vipava,2019,69.3,72.1,66.3
vipava,2020,70.1,74.1,65.8
vipava,2021,70.5,74.4,66.2
vipava,2022,72.3,76.3,68.1
vipava,2023,72.9,76.9,68.5
vitanje,2002,54.1,62.9,43.2
vitanje,2003,52.4,61.4,43.7
vitanje,2004,52.8,61.4,43.4
vitanje,2005,56.4,65.8,46.2
vitanje,2006,56.8,66.6,46.3
vitanje,2007,59,68.4,48.8
vitanje,2008,61.7,71.5,50.5
vitanje,2009,60.5,68.1,51.7
vitanje,2010,59,68.3,48.2
vitanje,2011,62.3,70.1,53.2
vitanje,2012,62.8,70.3,53.9
vitanje,2013,66.1,74.7,55.8
vitanje,2014,66.3,76.4,54.3
vitanje,2015,65.3,74.1,54.7
vitanje,2016,64.6,73,54.7
vitanje,2017,67.5,77.7,55.4
vitanje,2018,68.8,77.4,58.3
vitanje,2019,70.3,79.6,58.8
vitanje,2020,71,78.5,61.8
vitanje,2021,71.7,79.8,61.9
vitanje,2022,73.9,81.8,64.5
vitanje,2023,74.3,81.2,66.1
vodice,2002,58.6,62.7,54.6
vodice,2003,58.3,62.5,53.5
vodice,2004,58.6,63.3,54
vodice,2005,62.6,67.6,57.6
vodice,2006,63.2,68.4,58
vodice,2007,64.8,70.3,59.4
vodice,2008,65.6,71.4,60
vodice,2009,66.1,72,60.3
vodice,2010,65.8,70.7,60.7
vodice,2011,65.3,69.5,61
vodice,2012,65.6,69,62
vodice,2013,64.1,66.9,61.3
vodice,2014,64.7,68,61.4
vodice,2015,65.6,69,62
vodice,2016,66.5,69.8,63.2
vodice,2017,69.1,72.1,65.9
vodice,2018,70.5,73.6,67.1
vodice,2019,70.5,73.3,67.5
vodice,2020,69.7,72.8,66.5
vodice,2021,70,73,67
vodice,2022,71.9,75.7,68
vodice,2023,72.6,76.6,68.3
vojnik,2002,55.1,61.7,47.6
vojnik,2003,54.6,59.9,48.1
vojnik,2004,55,61.1,48.6
vojnik,2005,59.3,66.4,51.7
vojnik,2006,59.4,66,52.4
vojnik,2007,61.4,67.2,55.2
vojnik,2008,62.5,68.2,56.4
vojnik,2009,62.2,68.2,55.6
vojnik,2010,60.2,66,53.9
vojnik,2011,61.1,66.3,55.6
vojnik,2012,60.5,64.7,56
vojnik,2013,59.7,63.8,55.2
vojnik,2014,60.3,65.7,54.5
vojnik,2015,60.6,66.2,54.7
vojnik,2016,61.7,66.6,56.6
vojnik,2017,64.5,69.6,59.2
vojnik,2018,67.5,72.3,62.4
vojnik,2019,69,73.6,64
vojnik,2020,67.8,71.6,63.6
vojnik,2021,69.4,73.7,64.8
vojnik,2022,71,75.2,66.2
vojnik,2023,71.6,75.6,67.3
vransko,2002,50.9,55.1,46.1
vransko,2003,49.7,54.4,46.5
vransko,2004,50.8,54,47.3
vransko,2005,52.9,58.2,47.3
vransko,2006,53.8,59.6,47.8
vransko,2007,56.3,63.4,49
vransko,2008,58.4,65.1,51.5
vransko,2009,58.4,64.2,52.4
vransko,2010,56.4,60.8,51.9
vransko,2011,55.3,59.5,50.9
vransko,2012,56.9,62.7,51
vransko,2013,58.3,62,54.5
vransko,2014,58.3,62.2,54.3
vransko,2015,57.1,59.9,54.2
vransko,2016,58.3,60,56.4
vransko,2017,61.2,63.4,58.9
vransko,2018,64.7,66.1,63.2
vransko,2019,67,68,65.8
vransko,2020,68.1,69.4,66.8
vransko,2021,69.6,72.3,66.8
vransko,2022,70.2,73.3,66.8
vransko,2023,71,74.4,67.3
vrhnika,2002,61.2,66.1,55.8
vrhnika,2003,60.4,64.6,54.7
vrhnika,2004,60,64.8,55
vrhnika,2005,61.9,66.8,57
vrhnika,2006,62.5,67.2,57.6
vrhnika,2007,65,70.6,59.3
vrhnika,2008,65.1,70.5,59.4
vrhnika,2009,62,67,56.6
vrhnika,2010,61.5,66.1,56.8
vrhnika,2011,61,65.2,56.6
vrhnika,2012,60.3,64.3,56.1
vrhnika,2013,59.4,62.8,55.8
vrhnika,2014,60.6,64.2,56.9
vrhnika,2015,61.4,64.4,58.2
vrhnika,2016,63.4,66.7,59.8
vrhnika,2017,65.6,68.7,62.3
vrhnika,2018,68.2,71.5,64.8
vrhnika,2019,69.5,73.1,65.7
vrhnika,2020,69.2,72.4,65.8
vrhnika,2021,69.9,73.6,66
vrhnika,2022,71.8,75.5,67.7
vrhnika,2023,72.3,75.9,68.3
vuzenica,2002,52.8,58,46.6
vuzenica,2003,51.8,57.5,46.3
vuzenica,2004,53,58.7,46.6
vuzenica,2005,54.9,61.8,47.3
vuzenica,2006,55.5,62.8,47.5
vuzenica,2007,57.7,65.3,49.3
vuzenica,2008,58.4,65.5,50.6
vuzenica,2009,57,63.2,50
vuzenica,2010,55.4,62.4,47.9
vuzenica,2011,56,63.4,48.1
vuzenica,2012,58.4,65.9,50.3
vuzenica,2013,56.9,63.4,49.7
vuzenica,2014,57.1,63.3,50.2
vuzenica,2015,57,63.8,49.6
vuzenica,2016,55.7,61.3,49.8
vuzenica,2017,58.2,64,52.1
vuzenica,2018,59.7,63.7,55.5
vuzenica,2019,60.9,64.2,57.4
vuzenica,2020,62.8,66.2,59.3
vuzenica,2021,64.4,68,60.5
vuzenica,2022,65.7,69.5,61.7
vuzenica,2023,67.2,70.5,63.8
zagorje ob savi,2002,56.9,61.4,51.4
zagorje ob savi,2003,55.6,60.7,48.4
zagorje ob savi,2004,56,61.3,50.5
zagorje ob savi,2005,57.9,64,51.5
zagorje ob savi,2006,59,65.2,52.5
zagorje ob savi,2007,60.6,66.9,54.1
zagorje ob savi,2008,62.1,68.2,55.7
zagorje ob savi,2009,61,66.8,55.1
zagorje ob savi,2010,59.8,64.8,54.6
zagorje ob savi,2011,59.1,63.3,54.7
zagorje ob savi,2012,59.4,63.6,55.1
zagorje ob savi,2013,59,62.4,55.3
zagorje ob savi,2014,58.5,61.8,55.1
zagorje ob savi,2015,59.5,62.7,56.2
zagorje ob savi,2016,60.5,63.1,57.8
zagorje ob savi,2017,63.4,65.8,60.9
zagorje ob savi,2018,66.1,68.6,63.5
zagorje ob savi,2019,67.9,71,64.5
zagorje ob savi,2020,67.5,70.4,64.3
zagorje ob savi,2021,67.9,71,64.6
zagorje ob savi,2022,70,73.1,66.7
zagorje ob savi,2023,71,74,67.8
zavrč,2002,46.3,56.4,36.1
zavrč,2003,46,57.3,36.4
zavrč,2004,48.7,58.5,38.1
zavrč,2005,50.8,61.5,39.3
zavrč,2006,52.2,62.7,40.5
zavrč,2007,54.9,65,43.5
zavrč,2008,56.4,65.3,46.2
zavrč,2009,54.8,64.4,43.2
zavrč,2010,50.4,56.4,42.3
zavrč,2011,45.7,47.5,43.2
zavrč,2012,41.3,40.7,42.2
zavrč,2013,38.5,35.7,43.4
zavrč,2014,39.5,38.1,41.9
zavrč,2015,43.8,43.4,44.7
zavrč,2016,43.1,41.4,46.3
zavrč,2017,44.5,43.2,47.1
zavrč,2018,52.7,54.1,50.3
zavrč,2019,57,59.9,52.8
zavrč,2020,56.2,58.4,53.2
zavrč,2021,53.9,55.4,51.8
zavrč,2022,56.2,55.8,56.8
zavrč,2023,59,59.6,58.2
zreče,2002,58.4,62.8,53.2
zreče,2003,58.1,62.5,52.6
zreče,2004,58.1,63.2,52.7
zreče,2005,60.2,65.8,54.2
zreče,2006,60.2,65.7,54.3
zreče,2007,63.1,69.2,56.4
zreče,2008,64.3,70.6,57.2
zreče,2009,61.9,67.1,55.9
zreče,2010,61.2,66.6,55.1
zreče,2011,62.5,67.4,57
zreče,2012,62.5,67.5,56.8
zreče,2013,62.2,67.8,55.9
zreče,2014,63.2,70.5,55.1
zreče,2015,63.6,70.8,55.9
zreče,2016,63.2,69,56.9
zreče,2017,65.5,72.4,58
zreče,2018,67.5,73.9,60.5
zreče,2019,68.8,75.4,61.4
zreče,2020,68.9,73.9,63.2
zreče,2021,70.7,75.8,64.9
zreče,2022,73.7,79.5,67
zreče,2023,74.4,80.4,67.6
črenšovci,2002,50.7,54.5,46.9
črenšovci,2003,49.3,52.8,45.3
črenšovci,2004,49.8,54.4,44.6
črenšovci,2005,51.1,55.8,45.8
črenšovci,2006,52.4,58.3,45.8
črenšovci,2007,54.5,60.3,48.1
črenšovci,2008,56.1,61.7,49.8
črenšovci,2009,55,61.2,48
črenšovci,2010,51.3,58.7,43.1
črenšovci,2011,52.8,59.2,45.6
črenšovci,2012,49.9,54.5,44.8
črenšovci,2013,49.9,54.5,45
črenšovci,2014,49.7,55.2,43.7
črenšovci,2015,49.3,53.3,45
črenšovci,2016,50.1,53.7,46.3
črenšovci,2017,52,55.7,48.2
črenšovci,2018,54,57.2,50.7
črenšovci,2019,56.3,60,52.3
črenšovci,2020,58.5,62.6,54.1
črenšovci,2021,60.4,64.7,55.7
črenšovci,2022,62.4,66.4,58
črenšovci,2023,63.7,67.6,59.4
črna na koroškem,2002,51.2,53.9,47.7
črna na koroškem,2003,50.4,54.1,46
črna na koroškem,2004,51.5,55.4,47
črna na koroškem,2005,54.4,58.8,49.5
črna na koroškem,2006,55,59.5,50
črna na koroškem,2007,56.1,60.9,50.8
črna na koroškem,2008,56.1,60.1,51.6
črna na koroškem,2009,52.4,54.9,49.6
črna na koroškem,2010,50.4,52.5,47.9
črna na koroškem,2011,50.6,52.9,47.9
črna na koroškem,2012,52.1,55.3,48.4
črna na koroškem,2013,52.2,54.9,48.9
črna na koroškem,2014,52.3,54.9,49.1
črna na koroškem,2015,52.7,55.8,48.9
