obcina,leto,Gross income - TOTAL,Income from work,"Parental, family and social benefits",Pensions,"Property, capital and other income",Basic or less,Education - TOTAL,Tertiary,Upper secondary,Labour migration index,Labour migration index - men,Labour migration index - women,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - women,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - women,Natural increase,Net migration between municipalities,Net migration from abroad,Total increase,Total increase per 1000 population,Emigrants to abroad - Men,Emigrants to abroad - Total,Emigrants to abroad - Women,Emigrants to abroad per 1000 population,Emigrants to other municipalities - Men,Emigrants to other municipalities - Total,Emigrants to other municipalities - Women,Emigrants to other municipalities per 1000 population,Immigrants from abroad - Men,Immigrants from abroad - Total,Immigrants from abroad - Women,Immigrants from abroad per 1000 population,Immigrants from other municipalities - Men,Immigrants from other municipalities - Total,Immigrants from other municipalities - Women,Immigrants from other municipalities per 1000 population,Net migration between municipalities - Men,Net migration between municipalities - Total,Net migration between municipalities - Women,Net migration between municipalities per 1000 population,Net migration from abroad - Men,Net migration from abroad - Total,Net migration from abroad - Women,Net migration from abroad per 1000 population,Total net migration - Men,Total net migration - Total,Total net migration - Women,Total net migration per 1000 population,Employment rate,Employment rate for men,Employment rate for women
nazarje,2020,12390.54,9355.6,z,2102.64,z,571,2253,436,1246,197.2,179.1,220.3,43.5,44.1,42.6,56.5,55.9,57.4,6,-49,15,-28,-10.6,15,21,6,7.9,126,222,96,83.8,29,36,7,13.6,95,173,78,65.3,-31,-49,-18,-18.5,14,15,1,5.7,-17,-34,-17,-12.8,70.4,74.6,65.7
nazarje,2021,13658.29,10521.11,z,2177.69,z,531,2212,440,1241,215.8,190.4,249,41.9,41.6,42.4,58.1,58.4,57.6,-5,45,29,69,26.1,13,16,3,6.1,62,113,51,42.8,32,45,13,17,93,158,65,59.8,31,45,14,17,19,29,10,11,50,74,24,28,74.1,78.5,69.1
nazarje,2022,14868.67,11227.98,z,2360.06,z,510,2273,457,1306,219,193.7,251.3,43.3,43,43.7,56.7,57,56.3,2,-15,0,-13,-4.9,28,33,5,12.4,95,178,83,66.8,22,33,11,12.4,91,163,72,61.2,-4,-15,-11,-5.6,-6,0,6,0,-10,-15,-5,-5.6,74.1,78.5,69.1
nazarje,2023,17336.41,12666.02,1749.76,2459.96,460.67,506,2263,470,1287,204.2,175.1,243.6,41.6,40.7,42.8,58.4,59.3,57.2,-3,6,13,16,6,21,22,1,8.3,76,139,63,52.4,28,35,7,13.2,94,145,51,54.7,18,6,-12,2.3,7,13,6,4.9,25,19,-6,7.2,74.2,80.1,67.3
nova gorica,2014,10903.49,7413.01,491.85,2507.59,491.03,7441,27266,6216,13609,119.7,115.7,124.2,61.5,60,63.3,38.5,40,36.7,-42,0,64,22,0.7,115,201,86,6.3,739,1353,614,42.6,149,265,116,8.3,716,1353,637,42.6,-23,0,23,0,34,64,30,2,11,64,53,2,57.3,60,54.3
nova gorica,2015,10872.69,7465.04,485.35,2492.34,429.97,7333,27250,6369,13548,119.8,116.3,124,61.4,59.5,63.6,38.6,40.5,36.4,-65,40,37,12,0.4,153,266,113,8.4,667,1227,560,38.6,170,303,133,9.5,677,1267,590,39.9,10,40,30,1.3,17,37,20,1.2,27,77,50,2.4,58.5,61.4,55.3
nova gorica,2016,11275.85,7853.9,500.77,2517.34,403.84,7096,27211,6586,13529,119.2,115.6,123.3,60.3,58.3,62.7,39.7,41.7,37.3,-27,-33,87,27,0.8,130,217,87,6.8,676,1251,575,39.3,182,304,122,9.6,630,1218,588,38.3,-46,-33,13,-1,52,87,35,2.7,6,54,48,1.7,60.6,63.4,57.6
nova gorica,2017,11649.71,8200.23,509.71,2594.51,345.26,6939,27180,6803,13438,118,114,122.8,58.9,56.7,61.4,41.1,43.3,38.6,-68,-128,10,-186,-5.9,168,307,139,9.7,737,1412,675,44.4,197,317,120,10,665,1284,619,40.4,-72,-128,-56,-4,29,10,-19,0.3,-43,-118,-75,-3.7,63.1,65.9,60
nova gorica,2018,12310.5,8733.12,522.73,2680.31,374.34,6696,27034,6901,13437,114.1,106.6,123.2,57.4,54.3,61.1,42.6,45.7,38.9,-51,-127,335,157,5,135,224,89,7.1,661,1233,572,38.9,390,559,169,17.6,620,1106,486,34.9,-41,-127,-86,-4,255,335,80,10.6,214,208,-6,6.6,66,69.5,62.2
nova gorica,2019,13003.06,9196.86,541.73,2763.86,500.6,6513,27214,7003,13698,113,105.9,121.7,56.9,54.1,60.2,43.1,45.9,39.8,-94,-118,299,87,2.7,193,294,101,9.2,667,1199,532,37.5,426,593,167,18.6,628,1081,453,33.9,-39,-118,-79,-3.7,233,299,66,9.4,194,181,-13,5.7,67.5,70.6,64
nova gorica,2020,13082.77,9225.46,595.94,2937.79,323.58,6469,27289,7058,13762,113.4,107.1,120.9,55.4,52.5,58.8,44.6,47.5,41.2,-121,-126,225,-22,-0.7,227,355,128,11.1,993,1699,706,53.3,383,580,197,18.2,880,1573,693,49.3,-113,-126,-13,-4,156,225,69,7.1,43,99,56,3.1,67.5,70.4,64.3
nova gorica,2021,14189.22,10129.47,602.84,3086.29,370.63,6399,27308,7137,13772,111.1,106,117.3,54.4,51.7,57.6,45.6,48.3,42.4,-92,-16,81,-27,-0.8,214,322,108,10.1,705,1262,557,39.6,224,403,179,12.7,683,1246,563,39.1,-22,-16,6,-0.5,10,81,71,2.5,-12,65,77,2,68.6,71.5,65.4
nova gorica,2022,15524.52,11006.96,640.09,3330.11,547.37,6323,27284,7242,13719,108.7,103.8,114.6,53.5,50.6,56.9,46.5,49.4,43.1,-142,-33,385,210,6.6,194,297,103,9.3,817,1450,633,45.5,410,682,272,21.4,759,1417,658,44.5,-58,-33,25,-1,216,385,169,12.1,158,352,194,11.1,71,74.2,67.4
nova gorica,2023,17142.23,12410.09,627.82,3525.04,579.27,6439,27526,7378,13709,109.1,104.9,114.1,53.4,50.8,56.4,46.6,49.2,43.6,-111,-102,138,-75,-2.3,258,402,144,12.6,696,1299,603,40.6,332,540,208,16.9,668,1197,529,37.4,-28,-102,-74,-3.2,74,138,64,4.3,46,36,-10,1.1,71.6,74.6,68.2
novo mesto,2014,12370.41,9094.83,601.16,2091.52,582.9,8016,30471,7214,15241,148.9,146.9,151.2,73.7,70.4,77.6,26.3,29.6,22.4,125,-80,-9,36,1,127,203,76,5.6,819,1520,701,42,117,194,77,5.4,748,1440,692,39.8,-71,-80,-9,-2.2,-10,-9,1,-0.2,-81,-89,-8,-2.5,60.1,64.3,55.7
novo mesto,2015,12551.6,9243.67,621.44,2097.39,589.1,7771,30436,7469,15196,152.8,151.9,153.9,74.6,71.8,77.9,25.4,28.2,22.1,77,-27,79,129,3.5,116,187,71,5.1,775,1448,673,39.8,143,266,123,7.3,748,1421,673,39.1,-27,-27,0,-0.7,27,79,52,2.2,0,52,52,1.4,61.2,65.1,57
novo mesto,2016,12885.47,9578.38,626.82,2128.93,551.34,7616,30522,7760,15146,153.8,152.6,155.3,73.4,70.9,76.2,26.6,29.1,23.8,100,-152,-19,-71,-1.9,158,261,103,7.2,765,1486,721,40.7,149,242,93,6.6,728,1334,606,36.6,-37,-152,-115,-4.2,-9,-19,-10,-0.5,-46,-171,-125,-4.7,62.3,66,58.4
novo mesto,2017,13683.15,10028.86,628.58,2174.91,850.8,7382,30421,8001,15038,152.6,150.7,154.8,73.4,71.4,75.8,26.6,28.6,24.2,62,22,18,102,2.8,190,297,107,8.2,745,1378,633,37.8,192,315,123,8.6,692,1400,708,38.4,-53,22,75,0.6,2,18,16,0.5,-51,40,91,1.1,65.8,70.4,61
novo mesto,2018,14119.21,10732.49,648.04,2220.73,517.95,7195,30460,8177,15088,153.4,150.3,157.3,73.3,71,76.2,26.7,29,23.8,71,-150,614,535,14.6,133,209,76,5.7,746,1417,671,38.5,624,823,199,22.4,644,1267,623,34.5,-102,-150,-48,-4.1,491,614,123,16.7,389,464,75,12.6,68.5,73.4,63.3
novo mesto,2019,15090.74,11467.99,713,2266.8,642.96,7006,30874,8363,15505,154.4,151.6,158,72.7,70.5,75.5,27.3,29.5,24.5,54,-88,571,537,14.4,179,260,81,7,721,1352,631,36.3,608,831,223,22.3,674,1264,590,33.9,-47,-88,-41,-2.4,429,571,142,15.3,382,483,101,13,70.2,75.2,64.7
novo mesto,2020,15403.02,11693.7,750.57,2438.9,519.85,6955,31255,8491,15809,151.5,146.5,157.6,70.5,67.4,74.3,29.5,32.6,25.7,1,-344,164,-179,-4.8,267,358,91,9.6,1104,2041,937,54.5,324,522,198,13.9,930,1697,767,45.3,-174,-344,-170,-9.2,57,164,107,4.4,-117,-180,-63,-4.8,69,72.5,65
novo mesto,2021,16284.03,12333.88,768.68,2592.62,588.85,6847,31062,8534,15681,149,143.3,155.8,68.6,65.3,72.5,31.4,34.7,27.5,63,12,117,192,5.1,207,297,90,8,749,1384,635,37.1,220,414,194,11.1,739,1396,657,37.4,-10,12,22,0.3,13,117,104,3.1,3,129,126,3.5,69.5,73,65.7
novo mesto,2022,17849.79,13265.14,828.55,2817.32,938.78,6839,31227,8735,15653,145.4,139.4,152.5,67.2,63.6,71.4,32.8,36.4,28.6,35,117,293,445,11.8,211,308,97,8.2,864,1612,748,42.7,352,601,249,15.9,923,1729,806,45.8,59,117,58,3.1,141,293,152,7.8,200,410,210,10.9,70.1,73.4,66.5
novo mesto,2023,19623.0,14776.57,844.43,2997.22,1004.78,6918,31658,9006,15734,145.4,139.1,152.8,66.4,63,70.5,33.6,37,29.5,0,87,190,277,7.3,206,325,119,8.5,740,1406,666,36.8,298,515,217,13.5,790,1493,703,39.1,50,87,37,2.3,92,190,98,5,142,277,135,7.3,70.4,73.6,66.9
odranci,2014,8238.68,6232.33,599.76,1265.81,140.78,600,1376,149,627,120.3,146.4,87.9,33.1,36.9,28.3,66.9,63.1,71.7,6,18,-1,23,14,5,8,3,4.9,19,44,25,26.7,7,7,0,4.3,29,62,33,37.7,10,18,8,10.9,2,-1,-3,-0.6,12,17,5,10.3,55.5,61,49.4
odranci,2015,8290.24,6278.06,595.26,1306.62,110.3,586,1394,158,650,148.6,173.1,118.1,34.9,36.7,32.7,65.1,63.3,67.3,3,-9,-8,-14,-8.5,13,14,1,8.5,17,41,24,25,3,6,3,3.7,14,32,18,19.5,-3,-9,-6,-5.5,-10,-8,2,-4.9,-13,-17,-4,-10.4,55.6,60.8,49.8
odranci,2016,9048.44,6802.72,601.98,1477.51,166.23,568,1379,164,647,168.6,205.2,125.4,36.3,41.2,30.5,63.7,58.8,69.5,-9,5,-2,-6,-3.7,6,6,0,3.7,26,47,21,28.8,4,4,0,2.5,25,52,27,31.9,-1,5,6,3.1,-2,-2,0,-1.2,-3,3,6,1.8,57.5,62.1,52.6
odranci,2017,9287.48,7056.09,551.67,1622.57,57.15,554,1379,177,648,176.4,214.9,131.3,34.3,37.4,30.6,65.7,62.6,69.4,4,-3,-12,-11,-6.7,9,15,6,9.2,24,49,25,30,1,3,2,1.8,23,46,23,28.2,-1,-3,-2,-1.8,-8,-12,-4,-7.4,-9,-15,-6,-9.2,62.1,68.5,55.3
odranci,2018,9784.35,7441.83,582.97,1706.81,52.74,536,1373,184,653,176.9,218,130,35.1,38.9,30.7,64.9,61.1,69.3,-6,18,8,20,12.2,4,5,1,3.1,16,43,27,26.3,10,13,3,8,28,61,33,37.4,12,18,6,11,6,8,2,4.9,18,26,8,15.9,64.7,71.2,57.7
odranci,2019,10336.64,7793.43,657.44,1802.21,83.57,516,1390,195,679,190.7,226.7,147.9,34.4,39,28.9,65.6,61,71.1,9,-19,2,-8,-4.9,5,5,0,3,24,52,28,31.6,4,7,3,4.3,22,33,11,20.1,-2,-19,-17,-11.6,-1,2,3,1.2,-3,-17,-14,-10.3,67,73.1,60.3
odranci,2020,11078.89,8254.43,z,1958.75,z,500,1378,197,681,171,209.9,123.3,32.2,38.3,24.7,67.8,61.7,75.3,-15,-1,4,-12,-7.4,5,10,5,6.1,27,58,31,35.6,9,14,5,8.6,22,57,35,35,-5,-1,4,-0.6,4,4,0,2.5,-1,3,4,1.8,69.3,76.5,61.4
odranci,2021,12006.0,9258.74,627.34,2075.65,44.27,473,1365,201,691,172.2,201.4,139.1,31.3,36.6,25.4,68.7,63.4,74.6,-7,-20,1,-26,-16.1,5,7,2,4.3,25,55,30,34.1,4,8,4,5,14,35,21,21.7,-11,-20,-9,-12.4,-1,1,2,0.6,-12,-19,-7,-11.8,72.3,79.3,64.9
odranci,2022,13184.2,10216.93,649.34,2212.63,105.3,450,1344,207,687,169.5,198.6,137.4,29.8,34.8,24.3,70.2,65.2,75.7,-8,22,-3,11,6.9,6,13,7,8.1,14,41,27,25.7,7,10,3,6.3,30,63,33,39.4,16,22,6,13.8,1,-3,-4,-1.9,17,19,2,11.9,74.5,81,67.5
odranci,2023,14730.15,11329.21,789.96,2387.17,223.81,438,1357,222,697,181.6,208.4,151.9,28.7,34.1,22.8,71.3,65.9,77.2,0,-11,-4,-15,-9.3,3,8,5,5,22,56,34,34.8,2,4,2,2.5,20,45,25,28,-2,-11,-9,-6.8,-1,-4,-3,-2.5,-3,-15,-12,-9.3,80.6,86.1,74.6
oplotnica,2014,9699.85,7397.15,604.31,1546.29,152.1,1059,3426,458,1909,34.6,33.9,35.5,19.3,18.2,20.6,80.7,81.8,79.4,12,6,-2,16,3.9,2,4,2,1,76,163,87,40.2,2,2,0,0.5,69,169,100,41.7,-7,6,13,1.5,0,-2,-2,-0.5,-7,4,11,1,60.1,65.8,53.9
oplotnica,2015,10080.33,7782.27,573.7,1565.85,158.5,1020,3430,482,1928,34.5,33.5,35.8,19.4,18.2,21,80.6,81.8,79,11,15,4,30,7.4,2,4,2,1,69,153,84,37.7,6,8,2,2,87,168,81,41.4,18,15,-3,3.7,4,4,0,1,22,19,-3,4.7,60.8,67,54
oplotnica,2016,10416.86,8020.78,604.41,1595,196.67,1009,3444,529,1906,32.8,31.4,34.6,19.5,18.6,20.7,80.5,81.4,79.3,7,19,-3,23,5.6,3,8,5,1.9,57,147,90,35.7,3,5,2,1.2,70,166,96,40.3,13,19,6,4.6,0,-3,-3,-0.7,13,16,3,3.9,61.6,66.8,55.9
oplotnica,2017,10976.6,8616.7,614.16,1598.73,147.01,982,3458,578,1898,32.9,31.9,34.2,19,18.1,20,81,81.9,80,3,-4,2,1,0.2,2,4,2,1,71,160,89,39.1,3,6,3,1.5,72,156,84,38.1,1,-4,-5,-1,1,2,1,0.5,2,-2,-4,-0.5,65,70.1,59.4
oplotnica,2018,11532.93,9064.06,624.06,1669.79,175.02,948,3456,606,1902,33.7,33.4,34,18.6,17.8,19.6,81.4,82.2,80.4,12,1,5,18,4.4,4,11,7,2.7,60,118,58,28.6,7,16,9,3.9,53,119,66,28.9,-7,1,8,0.2,3,5,2,1.2,-4,6,10,1.5,66.6,70.4,62.3
oplotnica,2019,12031.25,9336.5,723.5,z,z,913,3458,626,1919,34.2,33.8,34.6,18.6,18,19.3,81.4,82,80.7,22,-9,6,19,4.6,6,9,3,2.2,67,135,68,32.7,7,15,8,3.6,65,126,61,30.5,-2,-9,-7,-2.2,1,6,5,1.5,-1,-3,-2,-0.7,67.5,71,63.8
oplotnica,2020,12317.69,9392.88,815.22,1926.2,183.37,871,3458,651,1936,33.3,30.9,36.2,18.4,17,20.2,81.6,83,79.8,10,-12,11,9,2.2,4,6,2,1.4,97,211,114,50.9,9,17,8,4.1,100,199,99,48,3,-12,-15,-2.9,5,11,6,2.7,8,-1,-9,-0.2,68.4,71.7,64.8
oplotnica,2021,13574.29,10521.7,z,2088.43,z,856,3453,653,1944,33.6,31.9,35.7,18.5,17.3,20,81.5,82.7,80,-7,-10,-2,-19,-4.6,4,7,3,1.7,70,146,76,35.4,3,5,2,1.2,66,136,70,33,-4,-10,-6,-2.4,-1,-2,-1,-0.5,-5,-12,-7,-2.9,69.3,72.1,66.2
oplotnica,2022,15109.13,11712.67,779.19,2248.53,368.74,827,3437,663,1947,34.5,33.6,35.5,18.7,17.7,19.8,81.3,82.3,80.2,-5,7,18,20,4.8,5,6,1,1.5,94,174,80,42.1,19,24,5,5.8,91,181,90,43.8,-3,7,10,1.7,14,18,4,4.4,11,25,14,6,70.7,72.9,68.2
oplotnica,2023,16709.33,13148.24,z,2414.48,z,822,3451,685,1944,32.8,31.4,34.5,18.3,17.6,19,81.7,82.4,81,-2,23,8,29,7,9,9,0,2.2,58,134,76,32.3,14,17,3,4.1,81,157,76,37.9,23,23,0,5.5,5,8,3,1.9,28,31,3,7.5,71.4,73.9,68.6
ormož,2014,9269.8,6774.86,605.47,1689.81,199.67,3548,10675,1307,5820,78.4,61.9,99.6,47.9,39.5,58.7,52.1,60.5,41.3,-41,32,-3,-12,-1,27,48,21,3.9,212,443,231,35.7,28,45,17,3.6,229,475,246,38.2,17,32,15,2.6,1,-3,-4,-0.2,18,29,11,2.3,58.5,64.8,51.5
ormož,2015,9298.71,6827.18,611.72,1721.29,138.52,3448,10693,1403,5842,77.3,62.4,96.8,46.8,39.1,56.8,53.2,60.9,43.2,-22,-54,-17,-93,-7.5,31,55,24,4.4,261,495,234,39.9,27,38,11,3.1,221,441,220,35.6,-40,-54,-14,-4.4,-4,-17,-13,-1.4,-44,-71,-27,-5.7,58.7,65.1,51.7
ormož,2016,9791.59,7228.57,610.25,1776.25,176.52,3304,10613,1446,5863,78.1,63.1,97,47.1,39.4,56.7,52.9,60.6,43.3,-69,-12,-22,-103,-8.4,42,72,30,5.9,225,447,222,36.4,31,50,19,4.1,198,435,237,35.4,-27,-12,15,-1,-11,-22,-11,-1.8,-38,-34,4,-2.8,58.7,63.2,53.8
ormož,2017,10083.31,7459.91,661.82,1841.33,120.25,3153,10524,1561,5810,73.8,60.2,90.9,43,36.2,51.6,57,63.8,48.4,-54,-38,-7,-99,-8.1,28,58,30,4.8,215,476,261,39.1,31,51,20,4.2,207,438,231,35.9,-8,-38,-30,-3.1,3,-7,-10,-0.6,-5,-45,-40,-3.7,60.2,65.6,54.3
ormož,2018,10746.03,7947.93,713.7,1970.93,113.48,3025,10429,1591,5813,75.6,62.6,91.3,42.3,35.1,50.8,57.7,64.9,49.2,-68,-107,6,-169,-14,37,56,19,4.6,237,464,227,38.4,44,62,18,5.1,162,357,195,29.6,-75,-107,-32,-8.9,7,6,-1,0.5,-68,-101,-33,-8.4,62.3,67,57.1
ormož,2019,11562.93,8622.68,730.4,2053.28,156.56,2852,10297,1637,5808,72.8,59.1,88.9,40.8,33.5,49.3,59.2,66.5,50.7,-45,-2,12,-35,-2.9,27,45,18,3.8,171,367,196,30.7,39,57,18,4.8,172,365,193,30.5,1,-2,-3,-0.2,12,12,0,1,13,10,-3,0.8,64.7,68,61
ormož,2020,12024.49,8836.2,792.56,2265.19,130.54,2767,10263,1672,5824,70.8,57.3,86.6,40.1,32.7,48.9,59.9,67.3,51.1,-78,-15,75,-18,-1.5,25,34,9,2.9,259,540,281,45.3,68,109,41,9.1,257,525,268,44.1,-2,-15,-13,-1.3,43,75,32,6.3,41,60,19,5,64,65.9,61.9
ormož,2021,13067.01,9687.03,824.5,2440.82,114.67,2694,10256,1717,5845,61.4,53.5,70.7,34.1,28.4,40.9,65.9,71.6,59.1,-76,70,3,-3,-0.3,33,49,16,4.1,169,368,199,30.9,40,52,12,4.4,217,438,221,36.8,48,70,22,5.9,7,3,-4,0.3,55,73,18,6.1,64.1,66.5,61.5
ormož,2022,14143.94,10439.58,861.24,2643.14,199.98,2646,10294,1763,5885,59.3,51,68.9,33.6,28.7,39.4,66.4,71.3,60.6,-59,38,37,16,1.4,52,79,27,6.7,218,448,230,37.9,68,116,48,9.8,254,486,232,41.1,36,38,2,3.2,16,37,21,3.1,52,75,23,6.3,66.6,68.6,64.4
ormož,2023,15682.81,11810.57,827.26,2795.87,249.11,2613,10309,1819,5877,60.4,53.8,68.1,33.5,28.8,38.8,66.5,71.2,61.2,-64,-17,-16,-97,-8.2,46,74,28,6.2,196,413,217,34.8,45,58,13,4.9,191,396,205,33.4,-5,-17,-12,-1.4,-1,-16,-15,-1.3,-6,-33,-27,-2.8,68,69.7,66
osilnica,2014,7808.05,4471.59,524.51,2539.68,272.26,134,354,34,186,27.4,21.4,44,18.9,15.7,28,81.1,84.3,72,-3,-7,-3,-13,-34.8,0,6,6,16,14,23,9,61.5,2,3,1,8,8,16,8,42.8,-6,-7,-1,-18.7,2,-3,-5,-8,-4,-10,-6,-26.7,40.9,52.9,23.7
osilnica,2015,7587.72,4451.94,z,2541.27,z,125,338,31,182,26.7,18,44.8,17.8,11.5,31,82.2,88.5,69,-2,-2,2,-2,-5.3,1,1,0,2.7,12,25,13,66.8,2,3,1,8,7,23,16,61.5,-5,-2,3,-5.3,1,2,1,5.3,-4,0,4,0,41.6,52.1,27.2
osilnica,2016,8236.12,4997.09,z,2631.98,z,120,335,31,184,29.8,17.6,61.5,16,10.3,30.8,84,89.7,69.2,2,4,1,7,18.9,0,2,2,5.4,6,13,7,35.1,0,3,3,8.1,9,17,8,45.9,3,4,1,10.8,0,1,1,2.7,3,5,2,13.5,41.4,51.4,28.4
osilnica,2017,8284.85,5032.11,z,2719.26,z,117,338,34,187,29.3,17.6,64,17.2,9.5,40,82.8,90.5,60,-6,-2,1,-7,-19,1,2,1,5.4,6,19,13,51.5,1,3,2,8.1,10,17,7,46.1,4,-2,-6,-5.4,0,1,1,2.7,4,-1,-5,-2.7,44.6,56.7,28.7
osilnica,2018,8875.8,5393.58,z,2864.51,z,111,333,38,184,28.7,15.1,76.2,14.9,8.2,38.1,85.1,91.8,61.9,1,-4,1,-2,-5.5,1,2,1,5.5,14,21,7,57.5,1,3,2,8.2,9,17,8,46.6,-5,-4,1,-11,0,1,1,2.7,-5,-3,2,-8.2,44.8,59,25.9
osilnica,2019,9274.47,5670.09,477.54,z,z,109,335,41,185,32.6,20,66.7,19.1,12.3,37.5,80.9,87.7,62.5,-4,-4,-8,-16,-43.7,2,10,8,27.3,4,11,7,30.1,2,2,0,5.5,6,7,1,19.1,2,-4,-6,-10.9,0,-8,-8,-21.9,2,-12,-14,-32.8,44.7,57.2,27.9
osilnica,2020,9768.55,5668.96,z,3375.72,z,103,323,35,185,33.3,21.8,60.9,20.5,10.9,43.5,79.5,89.1,56.5,-3,-16,-6,-25,-72,5,8,3,23.1,24,37,13,106.6,2,2,0,5.8,11,21,10,60.5,-13,-16,-3,-46.1,-3,-6,-3,-17.3,-16,-22,-6,-63.4,48.5,60.7,31.5
osilnica,2021,11361.81,6444.19,z,3664.41,z,91,303,40,172,35.3,22,65.4,22.4,11.9,46.2,77.6,88.1,53.8,-7,1,0,-6,-18.5,0,0,0,0,6,12,6,36.9,0,0,0,0,7,13,6,40,1,1,0,3.1,0,0,0,0,1,1,0,3.1,48.5,59.1,34.4
osilnica,2022,12124.47,7723.31,z,3694.06,z,84,298,40,174,30.1,19.7,50,19.4,11.5,34.4,80.6,88.5,65.6,1,15,2,18,54.5,1,3,2,9.1,11,19,8,57.6,2,5,3,15.2,18,34,16,103,7,15,8,45.5,1,2,1,6.1,8,17,9,51.5,54.1,64.4,40.6
osilnica,2023,12602.62,7837.87,z,4022.07,z,79,310,43,188,27.2,22,36.4,16.3,10.2,27.3,83.7,89.8,72.7,-3,-2,-3,-8,-23.7,1,4,3,11.8,9,13,4,38.5,0,1,1,3,4,11,7,32.5,-5,-2,3,-5.9,-1,-3,-2,-8.9,-6,-5,1,-14.8,55.3,65.7,42.2
pesnica,2014,9146.3,6537.66,630.48,1740.83,237.33,2051,6458,855,3552,52.3,53.9,50.3,21.4,22.7,19.9,78.6,77.3,80.1,-40,53,0,13,1.7,17,27,10,3.6,206,366,160,48.6,16,27,11,3.6,226,419,193,55.6,20,53,33,7,-1,0,1,0,19,53,34,7,53,57.3,48.2
pesnica,2015,9458.55,6779.11,z,1799.55,z,2008,6493,898,3587,51.5,51.1,51.9,20.8,22.4,18.9,79.2,77.6,81.1,-54,-46,-23,-123,-16.5,34,54,20,7.2,259,426,167,57.2,16,31,15,4.2,230,380,150,51,-29,-46,-17,-6.2,-18,-23,-5,-3.1,-47,-69,-22,-9.3,52.7,56.5,48.6
pesnica,2016,9691.2,6934.84,629.08,1876.97,250.31,1928,6406,925,3553,54.1,55.4,52.6,20.7,22,19.2,79.3,78,80.8,-42,32,-13,-23,-3.1,33,60,27,8.1,211,368,157,49.7,35,47,12,6.3,230,400,170,54,19,32,13,4.3,2,-13,-15,-1.8,21,19,-2,2.6,52.6,56,48.9
pesnica,2017,9921.48,7136.84,617.52,1918.85,248.26,1908,6409,982,3519,54,55.8,52,20.7,22.4,18.9,79.3,77.6,81.1,-44,33,14,3,0.4,27,49,22,6.6,203,390,187,52.7,45,63,18,8.5,241,423,182,57.2,38,33,-5,4.5,18,14,-4,1.9,56,47,-9,6.4,53.8,57.1,50
pesnica,2018,10542.09,7514.01,z,2026.9,z,1813,6423,1010,3600,51.5,55.9,46.1,18.8,20.3,16.9,81.2,79.7,83.1,-88,44,11,-33,-4.5,33,56,23,7.7,238,382,144,52.3,48,67,19,9.2,239,426,187,58.3,1,44,43,6,15,11,-4,1.5,16,55,39,7.5,56.2,58.6,53.4
pesnica,2019,11256.6,8074.1,z,2104.91,z,1722,6394,1048,3624,57.1,64.3,48.3,17.4,18.7,15.8,82.6,81.3,84.2,-69,67,81,79,10.7,29,45,16,6.1,216,349,133,47.4,102,126,24,17.1,255,416,161,56.5,39,67,28,9.1,73,81,8,11,112,148,36,20.1,57.4,60.6,53.7
pesnica,2020,12353.41,9094.26,706.19,2249.91,303.05,1694,6484,1071,3719,57.4,65.1,47.7,17.6,18.9,16,82.4,81.1,84,-77,87,84,94,12.6,44,58,14,7.8,258,448,190,60.1,114,142,28,19,303,535,232,71.7,45,87,42,11.7,70,84,14,11.3,115,171,56,22.9,58,60.1,55.5
pesnica,2021,13504.19,10146.96,711.01,2383.55,262.67,1668,6587,1124,3795,55.9,60.5,50,17.8,18.8,16.5,82.2,81.2,83.5,-67,128,8,69,9.2,59,71,12,9.5,189,329,140,43.8,66,79,13,10.5,269,457,188,60.9,80,128,48,17,7,8,1,1.1,87,136,49,18.1,58.2,60,56
pesnica,2022,14535.77,10868.68,722.34,2601.03,343.72,1614,6646,1155,3877,60.2,67.1,51,16.8,17.1,16.4,83.2,82.9,83.6,-68,62,43,37,4.9,69,81,12,10.7,256,457,201,60.3,97,124,27,16.4,306,519,213,68.5,50,62,12,8.2,28,43,15,5.7,78,105,27,13.9,61,64,57.3
pesnica,2023,15756.6,11901.64,749.83,2750.81,354.31,1572,6675,1182,3921,60,66.1,51.7,16.4,16.9,15.8,83.6,83.1,84.2,-46,105,46,105,13.7,81,93,12,12.1,291,440,149,57.2,122,139,17,18.1,344,545,201,70.9,53,105,52,13.7,41,46,5,6,94,151,57,19.6,61.2,63.5,58.4
piran/pirano,2014,10906.56,7339.36,529.65,2370.83,666.72,3517,15710,3664,8529,89.2,81.9,97.8,51.8,49.6,54.5,48.2,50.4,45.5,-6,65,46,105,5.9,86,169,83,9.5,560,1155,595,64.9,122,215,93,12.1,585,1220,635,68.6,25,65,40,3.7,36,46,10,2.6,61,111,50,6.2,54.9,58.3,51.4
piran/pirano,2015,10946.89,7409.26,546.6,2373.24,617.79,3405,15772,3803,8564,90.8,84.7,98.1,51.6,49.7,53.8,48.4,50.3,46.2,-69,-16,53,-32,-1.8,121,190,69,10.6,539,1156,617,64.7,135,243,108,13.6,558,1140,582,63.8,19,-16,-35,-0.9,14,53,39,3,33,37,4,2.1,55.9,59.5,52.1
